FZRZGH	FZRXM	XMMC
0006176163	许德峰	海域使用权抵押制度研究
0006176163	许德峰	法教义学与价值判断：以私法中的弱者保护制度为中心
0006176163	许德峰	法教义学的基本要素研究——以民法概念与规范为重点
0006176177	孙作玉	贵州兴义中三叠世兴义动物群鱼类多样性研究
0006176177	孙作玉	含油气盆地深部流体与围岩介质相互作用的物理化学过程和机理
0006176177	孙作玉	贵州盘县中三叠世盘县动物群鱼类多样性研究
0006176177	孙作玉	六盘水市乌蒙山国家地质公园2008年度国际级地质遗迹保护工程
0006176177	孙作玉	“六盘水市乌蒙山国家地质公园2008年国家级地质遗迹保护工程”多功能化石修雕
0006176177	孙作玉	自然遗产价值评估与潜力区筛选-孙作玉协作
0006176177	孙作玉	黔西、滇东地区中三叠世拉丁期晚期兴义-富源动物群生物多样性、微演变序列和古环境
0006176177		孙作玉06
0006176177	孙作玉	烃源岩微观生物体鉴定
0006176177	孙作玉	2.48亿年巢湖龙海洋群落及研究过程的VR复原和科学展览
0006176177	孙作玉	全国地质构造区划与区域地质调查综合集成
0006176177	孙作玉	有机—无机复合作用对深层油气成藏的影响
0006176177	孙作玉	贵州盘县三叠纪海生脊椎动物化石产地保护和开发科学规划
0006176181	杨振川	海水大肠杆菌分析检测微流控芯片设计加工
0006176181	杨振川	三维互连基础技术研究
0006176181	杨振川	图像处理芯片模拟电路研制
0006176181	杨振川	杨振川集成化硅——支撑14（A）
0006176181	杨振川	SOI单片集成微惯性器件技术开发【合同2017.2.16已终止】
0006176181	杨振川	微机械结构加工
0006176181	杨振川	基于TSV的三维封装关键技术-杨振川协作
0006176181	杨振川	图像处理芯片FPGA验证与后端
0006176181	杨振川	图像处理芯片流片服务
0006176181	杨振川	可重复使用的MEMS微惯性控制开关研究
0006176181	杨振川	基于光电效应的动态可控声镊器件基础研究及其在微/纳流控领域的开发应用
0006176181	杨振川	杨振川微陀螺校正15
0006176181	杨振川	杨振川单片集成（实）13
0006176181	杨振川	飞秒激光微纳加工在高性能微光学元件制造中的应用基础研究（吉林大学负责）
0006176181	杨振川	杨振川集成化硅——支撑14
0006176181	杨振川	杨振川支撑体硅MEMS12-杨振川协作
0006176181	杨振川	杨振川GaN MEMS10实
0006176181	杨振川	杨振川支撑体硅MEMS12
0006176181	杨振川	杨振川圆片级微纳11
0006176181	杨振川	杨振川支撑体硅MEMS11
0006176181	杨振川	SOI MEMS/COMS单片集成08-杨振川协作
0006176181	杨振川	SOI MEMS/COMS单片集成08-杨振川协作
0006176181	杨振川	用于极端环境的集成氮化镓传感器工艺和器件基础研究
0006176184	余淼杰	商务部综合试点试验第三方评估
0006176184	余淼杰	我国出口、信贷约束、贸易自由化和企业生产率异质性研究
0006176184	余淼杰	国际贸易与中国经济转型发展
0006176184	余淼杰	汇率变动、产品质量、成本加成定价和加工贸易企业附加值提升
0006176184	余淼杰	第八届中国-东盟社会发展与减贫成果摘要
0006176184	余淼杰	天津滨海新区建设进口中心战略研究
0006176184	余淼杰	供给侧自生创新需求与全要素生产率提升研究
0006176184	余淼杰	（作废）商务部综合试点试验第三方评估
0006176184	余淼杰	“第九届中国-东盟社会发展与减贫成果摘要”项目协议
0006176184	余淼杰	2016年中非减贫与发展会议综述报告
0006176184	余淼杰	东莞市推动开放型经济高质量发展重大研究项目
0006176184	余淼杰	中美服务贸易研究项目
0006176184	余淼杰	成都高新区探索申报内陆自由贸易港的实践基础及可行性分析
0006176184	余淼杰	济南市商务局委托第三方专业机构开展济南市构建开放型经济新体制研究
0006176185	岳双林	新型碳纳米管器件，尤其是新型量子效应器件的加工，评估和继承方法探索-岳双林协作
0006176185	岳双林	基于有序氧化物纳米线的柔性气敏传感器制备与性能研究
0006176185	岳双林	准一维半导体纳米结构的光电性质-岳双林协作
0006176186	庄明科	北京高校大学生职业心理与职业发展测评方案设计
0006176186	庄明科	高校毕业生就业素质和就业心理基线调研
0006176186	庄明科	大学生职业发展“碎片化”测评研究课题
0006176186	庄明科	《大学生“村官”心理健康及人格特质》测评系统升级
0006176186	庄明科	高校大学生就业测评样本收集及分析
0006176186	庄明科	高校毕业生创业素养模型开发
0006176186	庄明科	高中生学业辅导与生涯发展研究
0006176188	晏明全	给水管网固体样品的成分检测与分析
0006176188	晏明全	基于络合位与电荷分布理论的水体有机物混凝去除机理定量表征与计算
0006176188	晏明全	纳米粒子样品在微界面沉积过程检测与分析
0006176188	晏明全	膜界面吸附过程定量表征与计算（测试、分析等相关研究）
0006176188	晏明全	咨询与服务合同
0006176188	晏明全	北京市科技专项
0006176188		宴明全06自筹
0006176188		宴明全06自筹
0006176188	晏明全	农村分散供水技术研究
0006176188	晏明全	纳米粒子样品在微界面沉积过程检测与分析
0006176188	晏明全	碘代类消毒副产物生成机制、风险调查与控制
0006176188	晏明全	河流多物质相互作用及其通量效应|晏明全协作
0006176188	晏明全	农村饮水安全规划指标分解和中期评估研究
0006176188	晏明全	环境样品测试委托协议
0006176188	晏明全	基于水体中天然有机物特性的混凝工艺技术指南
0006176188	晏明全	有机物特性对膜污染形成过程影响定量表征与机理研究（测试、分析等相关研究）
0006176188	晏明全	水源地调查评估方案制定及现场调查
0006176188	晏明全	纳米 基铁样品在微界面沉积过程检测与分析
0006176188		宴明全06自筹
0006176188	晏明全	典型地区农村分质供水现状调研与示范建设
0006176188		宴明全06自筹
0006176188	晏明全	天然水体中强化生成无定型羟基镁铝复合沉淀物机理
0006176188	晏明全	绿色、高效镉砷无机钝化材料筛选及其改性技术研发与示范
0006176188	晏明全	无定型羟基镁铝水质净化材料原位强化生成机理研究
0006176194	朴世龙	朴世龙青年拔尖人才
0006176194	朴世龙	近20年来中国植被对气候变化的响应
0006176194	朴世龙	气候变化下我国生物多样性保护优先区脆弱性评估与保护对策研究
0006176194	朴世龙	land cover and land-use change and climate change mitigation
0006176194	朴世龙	基于遥感影像的国家级自然保护区保护成效分析及评估
0006176194	朴世龙	政府间气候变化专门委员会第五次评估报告
0006176194	朴世龙	生物多样性与气候变化相互影响评价系列指标研究-朴世龙协作
0006176194	朴世龙	基于遥感影像的秦岭地区典型栖息地植被动态分类
0006176194	朴世龙	30-year re-analysis of CARBON fluxES and pools over Europe and the Globe
0006176194	朴世龙	极端气候对中国陆地生态系统碳源汇功能的影响
0006176194	朴世龙	中国陆地植被的时空格局与生态功能-朴世龙协作
0006176194	朴世龙	全球变化与陆地生态系统
0006176194	朴世龙	塞罕坝地区华北落叶松(Larix principis-rupprechtii)人工林碳循环对模拟氮沉降的响应
0006176194	朴世龙	中国陆地植被的时空格局与生态功能-朴世龙协作
0006176194	朴世龙	塞罕坝地区华北落叶松(Larix principis-rupprechtii Mayr)人工林土壤呼吸对模拟氮沉降
0006176194	朴世龙	国家重点保护植物野外回归生境评价模型研究-朴世龙协作
0006176194	朴世龙	国家重点保护植物野外回归生境评价模型研究-朴世龙协作
0006176194	朴世龙	中国典型草地关键生态环境要素的时空格局
0006176194	朴世龙	中国陆地植被生长期变化及其对碳循环的影响
0006176194	朴世龙	基于空间遥感数据揭示全球变化对植被格局和初级生产力的影响
0006176194	朴世龙	IPCC中国作者资助
0006176194	朴世龙	中国陆地植被的时空格局与生态功能|朴世龙协作
0006176194	朴世龙	过去30年全球碳循环的重新评估
0006176194	朴世龙	基于生态系统过程模型的全球生态系统碳源汇格局
0006176194	朴世龙	气候变化和人为活动对长江和黄河流域径流的影响
0006176198	王建东	广义Hammerstein模型辨识及其工业应用：调节阀粘滞问题的诊断与补偿
0006176198	王建东	AGC与底层控制系统评价诊断算法理论设计与工程调试
0006176198	王建东	面向工业大系统安全高效运行的报警设计与消除方法及应用
0006176198	王建东	基于扩展模块化模型的非线性系统辨识
0006176198	王建东	火电机组先进报警管理系统的应用研究
0006176198	王建东	留学回国人员科研启动基金
0006176198	王建东	电力系统AGC技术及应用
0006176198	王建东	复杂网络动力学与控制及其在航空航天中的应用-王建东协作
0006176200	南燕	中国现代文学三十年（韩文版）
0006176200	南燕	跨文化教育发展现状研究
0006176201	郭耀	以支撑电子商务为主的网络操作系统
0006176201	郭耀	面向移动智能设备的能耗优化技术研究
0006176201	郭耀	移动应用分析关键技术——“一种基于应用程序编程接口的安卓重打包应用检测方法”等2项专利的实施许可
0006176201	郭耀	面向移动应用的细粒度访问控制机制
0006176201	郭耀	郭耀仿脑系统软件17
0006176201	郭耀	移动应用非功能属性开发测试方法
0006176201	郭  耀	基于体系结构的低功耗模拟开发环境
0006176201	郭耀	移动应用非功能属性开发测试方法
0006176201	郭耀	应用驱动的智能无人集群系统软件开发方法与工具
0006176201	郭耀	面向移动计算的能耗优化技术研究
0006176211	彭良友	受控超快光场作用下的量子特性研究
0006176211	彭良友	激光与原子分子相互作用的超快动力学
0006176211	彭良友	低于电离阈值高次谐波谱的理论研究
0006176211	彭良友	强飞秒激光场中负分子离子脱附动力学的研究
0006176211	彭良友	原子分子在强激光作用下电离电子低能谱的理论研究
0006176211	彭良友	利用阿秒激光泵浦探测对电子关联的理论研究
0006176211	彭良友	强场现象与阿秒物理
0006176219	任菲	中国企业信息技术投资风险与收益研究：探索公司治理的影响
0006176219	任菲	企业社会化媒体营销效果与机制的研究
0006176219	任菲	信息技术与公司治理间的相互作用机制及其对企业绩效的影响
0006176220	李法新	高性能芳纶纤维及其复合材料的表/界面结构设计、力学性能和失效机理
0006176220	李法新	面内剪切压电陶瓷的设计制备、表征及其用于SH波激励的研究
0006176220	李法新	层状电磁复合材料的本构关系与测试表征方法-李法新协作
0006176220	李法新	2018国际理论与应用力学联盟电磁功能材料与结构力学研讨会
0006176220	李法新	铁电薄膜的应力效应及测试方法研究
0006176220	李法新	智能材料与结构力学
0006176220	李法新	基于SH波激励和接收的损伤监测方法测试
0006176220	李法新	晶体对称性相关的PZT铁电陶瓷变形与失效机理研究
0006176220	李法新	压电材料参数测试技术研究
0006176220	李法新	多功能复合材料与结构力学-李法新协作
0006176225	杨钋	未来的高等教育
0006176225	杨钋	预期与大学生就业研究
0006176225	杨钋	同伴关系与初中学生表现研究
0006176225	杨钋	中国高等职业教育收益研究
0006176225	杨钋	产业转型背景下技能形成与区域协同创新研究
0006176226	刘萍	高校二级院系“双肩挑”干部选任机制研究
0006176230	周颖琳	锂离子动力电池项目-周颖琳协作
0006176230	周颖琳	新型无标记核酸适体生物传感器的开发与应用
0006176230	周颖琳	留学回国人员科研启动基金
0006176230	周颖琳	G-四聚体与电活性小分子相互作用的研究与应用
0006176231	白玉	基于电子能态激发解离质谱的高通量糖组学方法研究
0006176231	白玉	磷酸化多肽的富集新方法研究
0006176231	白玉	质谱在植物激素及相关蛋白组学研究中的应用
0006176231	白玉	分析化学
0006176231	白玉	等离子体辅助激光解吸附离子源工程化
0006176231	白玉	色谱柱方法开发及优化实验
0006176231	白玉	防治偏头痛的复方天然药物及其单药组分调节肠道菌群相关代谢组学研究
0006176231	白玉	蛋白质分子相互作用规律分析应用研究
0006176231	白玉	色谱柱方法开发及优化实验
0006176231	白玉	新型纳米材料在生物样品富集和分离中的应用
0006176231	白玉	基于质谱的复杂生物体系中关键化学物质分析新方法研究
0006176231	白玉	在体、实时监测神经元分泌雌激素及相关活性物质的方法研究-白玉协作
0006176232	何涛	用深拖多道地震系统（DTAGS）和ODP/IODP钻井结果研究Cascadia边缘北部陆坡海洋天然气
0006176232	何涛	成熟盆地复杂岩性储层地球物理响应机制研究-何涛协作
0006176232	何涛	页岩气储层岩石物理学特性的实验研究
0006176232	何涛	与天然气水合物有关的加拿大温哥华岛外海Slipstream海底滑塌构造的力学机制研究
0006176232	何涛	南海天然气水合物试采过程储层监测及评价
0006176232	何涛	留学回国人员科研启动基金
0006176232	何涛	水合物储层温压监测系统研发
0006176232	何涛	水合物储层温压监测技术与装置
0006176233	马玉荣	高镁含量方解石的生物矿化及仿生矿化研究
0006176233	马玉荣	生物矿物结构化学和仿生材料化学
0006176233	马玉荣	碳酸钙矿物的生物矿化研究及生物启发下碳酸钙的可控晶化、组装及应用
0006176233	马玉荣	微生物与半导体矿物协同作用的精细过程及其环境功能-马玉荣协作
0006176233	马玉荣	生物体系内高镁含量方解石的矿化过程研究
0006176233	马玉荣	表界面纳米工程学-马玉荣协作
0006176233	马玉荣	留学回国人员科研启动基金
0006176243	廖建辉	高性能碳基纳米晶体管的制备及大规模集成-廖建辉协作
0006176243	廖建辉	分子结网络的电子输运性质和功能分子器件
0006176243	廖建辉	单分子自旋电子器件的构建和输运性质测量
0006176243	廖建辉	“无机纳米颗粒-有机分子”复合体系的电子输运性质及功能器件
0006176243	廖建辉	高性能碳基CMOS器件和集成电路-廖建辉协作
0006176243	廖建辉	环栅半导体纳米线超高频器件的基础研究-廖建辉协作
0006176243	廖建辉	单分子器件的精准制备和原位高灵敏度|廖建辉协作
0006176245	吕国伟	基于光学纳米天线的近场荧光相关光谱单分子探测方法
0006176245	吕国伟	纳米线光子器件与激元调控研究
0006176245	吕国伟	半导体低维量子结构与器件-吕国伟协作
0006176245	吕国伟	单个表面等离激元纳米结构调控分子光辐射的研究
0006176245	吕国伟	近场荧光相关光谱单分子探测方法的研究
0006176245	吕国伟	纳米生物光子学
0006176246	庞玉宏	利用微流控芯片技术精确操控神经细胞的受激响应
0006176246	庞玉宏	古DNA全基因组高通量测序及生物信息学分析方法的建立
0006176246	庞玉宏	利用微流控芯片技术精确操纵神经细胞的受激响应与研究神经细胞间的相互作用
0006176246	庞玉宏	单细胞实时动态三维成像新技术及装置研究-庞玉宏协作
0006176250	王兴军	基于硅基光子学的相干IQ调制器的建模和测量研究
0006176250	王兴军	超低功耗高性能集成电路器件与工艺基础研究-王兴军协作
0006176250	王兴军	高增益单晶铒镱/钇硅酸盐化合物纳米线光波导放大器研究
0006176250	王兴军	基于硅基稀土铒化合物和纳米硅复合结构的电致激发表面等离子体源的基础研究
0006176250	王兴军	面向规模集成的硅基高增益光波导放大器及激光器研究
0006176250	王兴军	高速硅基相干接收和调制光子集成芯片的前沿技术研究
0006176250	王兴军	基于硅基芯片的超大容量光通信关键技术研究-王兴军协作
0006176250	王兴军	硅光子学集成用Er silicate光波导放大器应用基础研究
0006176250	王兴军	基于金属/介质纳米结构的表面等离子体激元集成回路
0006176250	王兴军	王兴军硅基技术
0006176250	王兴军	硅基集成100Gb/s相干接受和传输芯片技术
0006176250	王兴军	铒硅酸盐化合物光波导放大器应用基础研究
0006176251	罗述金	珍贵动植物种质活性鉴别及溯源技术研究
0006176251	罗述金	2015年度文教类“高端外国专家项目”俄罗斯远东
0006176251	罗述金	中国西南山地野生亚洲黑熊(Ursus thibetanus)基于非损伤性采样的种群遗传学研究
0006176251	罗述金	using DNA to track the origin of tiger parts from illegal trade in Asia
0006176251	罗述金	野生动物监测项目
0006176251	罗述金	基于高通量测序和从头组装的癌症基因组变异位点检测方法和软件开发
0006176251	罗述金	中国和东南亚野生虎亚种的群体基因组学研究
0006176251	罗述金	虎的毛色多样性和白虎性状的遗传机制研究
0006176252	张海明	海陆联测陆地地震台阵探测技术研究-张海明协作
0006176252	张海明	地壳和上地幔深部结构和热源-张海明协作
0006176252	张海明	震源断层模型对近场强地面动影响的研究（中科院负责）
0006176252	张海明	地震动力学过程研究-张海明协作
0006176252	张海明	中国东北太平洋深俯冲的地震台阵观测及其动力学研究-张海明协作
0006176252	张海明	浅源大地震复杂断层系统的动力学破裂传播的研究
0006176252	张海明	地表和断层几何形态对浅源大地震超剪切破裂转化的影响研究
0006176252	张海明	断裂带物理特征与地震震源物理
0006176263	任润	鲁能体育文化产业案例项目
0006176263	任润	国家电网公司管理案例
0006176263	任润	中国三星——北京大学光华管理学院人才吸引与保持项目研究
0006176263	任润	领导行为对服务型员工情绪劳动的影响及内在机制研究
0006176266		彭建07
0006176266	彭建	内蒙古自治区扎赉特旗旅游发展战略研究
0006176266	彭建	土地生态功能分区及空间管控红线划定关键技术
0006176266	彭建	喀斯特关键带区域生态系统服务的形成机制及土地利用优化-彭建协作
0006176266	彭建	城市热岛效应与景观格局关联分析：城市化响应及阈值判定
0006176266	彭建	生态系统服务与区域社会福祉耦合机制研究：基于地理学综合分析的途径-彭建协作
0006176266	彭建	城镇群地区空间规划的虚拟现实技术研究
0006176266	彭建	多功能景观
0006176266	彭建	基于最小生态用地需求的城市景观生态安全格局研究——以深圳市为例
0006176266	彭建	典型干旱区气候变化对土壤保持服务的影响
0006176266	彭建	低丘缓坡山地开发地质环境与生态适宜性评价
0006176279	周生强	远离平衡态退火对Mn注入硅结构和性能的影响
0006177014	包志强	低维拓扑及几何群论相关课题研究
0006177014	包志强	三维流形立方结构的相关课题研究
0006177017	杨延军	*
0006177017	杨延军	物联网实验箱的设计与开发
0006177017	杨延军	*
0006177029	马黎黎	声腔结构声学性能计算
0006177029	马黎黎	马黎黎主动控制13
0006177029	马黎黎	目标散射精细特征畸变机理
0006177029	马黎黎	海底底质声传播模型和参数反演技术研究
0006177029	马黎黎	浅海信道中目标散射特性的研究
0006177029	马黎黎	钟灿涛管理人才15-马黎黎协作
0006177029	马黎黎	高速宽带水声通信系统中信号处理技术研究
0006177029	马黎黎	51444010105
0006177029	马黎黎	低频消声
0006177038	汲传波	面向第二语言教学的汉语语体语法研究
0006177038	汲传波	面向第二语言教学的汉语语体语法研究
0006177040	谢娜	中国高校出版“走出去”模式研究
0006177046	朱昆	电子束流系统安装与提取效率实验测量
0006177046	朱昆	等离子体窗关键技术及验证
0006177046	朱昆	ADS用新型等离子体束窗关键技术的研究
0006177046	朱昆	束流引出结构设计、加工与测试
0006177046	朱昆	强流高功率新结构离子直线加速器RFQ研究
0006177046	朱  昆	小型加速器中子源用-等离子体密封无窗氘气体靶的研究
0006177050	王汉生	高维数据的假设检验
0006177050	王汉生	大气污染数据质量监控
0006177050	王汉生	北京大学光华管理学院与一汽-大众奥迪战略合作项目-王汉生协作
0006177050	王汉生	北京大学--微软统计与信息技术联合联合实验室
0006177050	王汉生	北京大学商务智能研究中心对冲基金实验室
0006177050	王汉生	战略合作框架
0006177050	王汉生	关于搜索引擎关键词广告数据的统计分析
0006177050	王汉生	高维复杂数据的理论与应用
0006177050	王汉生	证券研究综合服务-王汉生协作
0006177050	王汉生	高维数据统计建模与分析-王汉生协作
0006177055	张洪峰	高校大一新生入党积极性调查研究
0006177056	周昌令	基于深度学习的科技论文个性化推荐方法研究
0006177056	周昌令	软件定义网络（SDN）示范验证网络测试与试验
0006177056	周昌令	网络数据流量安全分析项目
0006177057	黄森林	黄森林射线源研制17
0006177057	黄森林	射频超导加速器束-腔作用的物理问题研究
0006177057	黄森林	时空分布可操控电子注的产生方法研究
0006177059	吴飞	优秀男子直板乒乓球运动员技术动作的运动学分析及技术模板的研究与建立
0006177059	吴飞	对王皓直板横打技术发展方向的研究
0006177059	吴飞	提高运动能力的创新理论与方法研究
0006177062	于莹	大学生英语写作冠词应用错误自动识别研究
0006177063	郑清文	全球开发性金融发展报告
0006177063	郑清文	《国际开发性金融通讯》项目
0006177063	郑清文	国外养老产业投融资客户管理模式研究
0006177063	郑清文	《国际开发性金融通讯》项目2017
0006177064	向勇	亚洲艺术文化发展研究
0006177064	向勇	国家级文化产业示范园区创建园区辅导工作
0006177064	向勇	新形势下文化企业品牌发展模式研究
0006177064	向勇	《中国对外文化贸易年度报告（2017）》
0006177064	向勇	山东省文化与旅游产业现状与发展对策研究
0006177064	向勇	中国文化产业年度发展报告
0006177064	向勇	丝绸之路经济带沿线国家文化产业合作共赢模式及路径研究
0006177064	向勇	加快提升中华文化影响力研究
0006177064	向勇	中国国内韩国内容产业现状研究
0006177064	向勇	天津市滨海新区文化产业人才政策研究
0006177064	向勇	长春高新技术产业开发区文化专项研究项目
0006177064	向勇	网络游戏文化评论
0006177064	向勇	金海岸连锁剧场募投项目可行性研究报告
0006177064	向勇	中国对外文化贸易扶持项目评估体系
0006177064	向勇	山东省市、县区域文化产业研究
0006177064	向勇	第十一届中国文化产业新年论坛
0006177064	向勇	“十三五”时期对外文化交流与贸易创新发展研究
0006177064	向勇	中国电视模式节目的研发及市场运营研究报告
0006177064	向勇	美术馆的发展模式和管理运营研究
0006177064	向勇	以广播影视为创新引擎的“泛媒介革命”发展道路与对策研究
0006177064	向勇	文化部十三五时期文化产业发展规划
0006177064	向勇	发挥海淀文化在建设全国科技创新核心区中的重要作用研究
0006177064	向勇	第三期“三山五园”对话会
0006177064	向勇	外国文化产业供给侧结构性改革对我国的启示
0006177064	向勇	《中国文化绘本》（第一辑 四卷本）（《中国文化读本》漫画版）
0006177064	向勇	横店影视城泛博物馆群项目文化产业专题研究
0006177064	向勇	齐文化传承创新示范区发展规划（2016-2025）
0006177064	向勇	三山五园的文艺创作与文化传播
0006177064	向勇	“互联网+文创”：产业生态和政策体系研究
0006177064	向勇	百年文创力经典案例研究
0006177064	向勇	文化产业用地政策梳理及对策研究
0006177064	向勇	海外传统工艺保护优秀案例研究
0006177064	向勇	我国游戏产业与视听产业发展现状研究
0006177064	向勇	指南针门户网站校园推广活动
0006177064	向勇	北京市文化创意产业投融资对策研究
0006177064	向勇	奥运文化财富促进北京文化事业和文化产业发展研究
0006177064	向勇	2011香港文化产业发展状况研究
0006177064	向勇	鲁家峙——中国海洋文化创意论坛
0006177064	向勇	世界文化遗产地可持续发展模式与评估体系研究
0006177064	向勇	2011香港文化产业发展战略研究
0006177064	向勇	黑龙江省大庆市文化产业发展总体规划
0006177064	向勇	促进北京群众健身休闲业发展
0006177064	向勇	现代生态休闲新城
0006177064	向勇	香港游戏产业发展策略调研项目
0006177064	向勇	文化改革与发展绩效评估体系研究
0006177064	向勇	横店影视城泛博物馆群项目文化产业专题研究
0006177064	向勇	中国菩提山长寿佛文化城产业发展策划
0006177064	向勇	哈尔滨市文化产业课题
0006177064	向勇	天津滨海高新区文化产业发展规划
0006177064	向勇	西安楼观中国道文化展示区整体策划
0006177064	向勇	新农村建设课题
0006177064	向勇	三山五园文化产业联盟实施方案
0006177064	向勇	中国文化产业年度发展报告英文版
0006177064	向勇	潍坊市文化艺术品交易中心总体规划
0006177064	向勇	2012中国对外文化贸易年度报告
0006177064	向勇	文艺演出院线建设工程项目
0006177064	向勇	澳门文化产业定位
0006177064	向勇	文化产业基础建设工程的规划与设计
0006177064	向勇	天津市塘沽区文化发展研究
0006177064	向勇	2010新媒体与出版产业发展
0006177064	向勇	黄帝故里发展战略研究
0006177064	向勇	丰台文化支撑体系研究
0006177064	向勇	北京奥运结余资金的管理运行
0006177064	向  勇	增城市文化产业规划与创新城市应用平台
0006177064	向  勇	增城市文化产业发展与创新城市宣传项目策划方案
0006177064	向  勇	增城市文化产业发展调研报告
0006177064	向  勇	增城市文化产业发展与区域文化研究
0006177064	向  勇	沈阳大东文化产业发展规划
0006177064	向勇	数字文化产业发展战略研究
0006177064	向勇	以广播影视为创新引擎的“泛媒介革命“发展道路与战略对策研究
0006177064	向勇	无锡市滨湖区动漫产业优化发展规划
0006177064	向  勇	中韩文化产业发展战略与对策比较研究
0006177064	向勇	*三山五园的文艺创作与文化传播
0006177064	向勇	中国文创竞争力指数体系与城市文创竞争力评价理论模型研究
0006177064	向勇	北京市实施《文化企业无形资产评估指导意见》的对策及建议
0006177064	向勇	横店影视城泛博物馆群项目文化产业专题研究
0006177064	向勇	首都文化融合示范基地发展和建设研究
0006177064	向勇	首都文化融合发展规划
0006177064	向勇	北京市文化创意产业人才培养基地
0006177064	向勇	中国对外文化贸易年度报告
0006177064	向勇	第一期三山五园对话会
0006177064	向勇	未来领袖文化创意大赛东城区分会场
0006177064	向勇	北京文化走出去研究
0006177064	向勇	北京文化立市战略思路与对策研究
0006177064	向勇	敕勒川文化产业园区重点项目策划
0006177064	向勇	莆田市文化发展战略规划
0006177064	向勇	2010年度北京市文化创意产业发展专项资金补贴项目
0006177064	向勇	中国文化产业政策研究（2013）
0006177064	向  勇	京港出版产业发展前景与合作专题报告
0006177064	向勇	2010香港文化创意产业发展对北京文化创意产业发展影响研究
0006177064	向勇	网络文化市场培训考核大纲
0006177064	向  勇	《海淀区文化大发展大繁荣规划》编制投标费
0006177064	向  勇	张家口市文化产业发展规划
0006177064	向勇	国际经济金融形势与区域文化产业发展
0006177064	向勇	刘三姐国际影视岛概念性发展规划
0006177064	向  勇	2007年中国动漫产业发展白皮书
0006177064	向  勇	都邦财产保险股份有限公司企业文化建设项目
0006177064	向  勇	北京市房山区文化事业发展规划
0006177064	向勇	香港文化产业人力资源现状调研
0006177064	向勇	2010-2015京港文化创意产业合作模式与发展趋势研究
0006177064	向勇	北京市西城区文化创意产业制约因素调查与分析报告
0006177064	向勇	2013中国文化产业新年论坛
0006177064	向勇	泰安市文化产业发展规划
0006177064	向勇	指南针门户网站专题内容加工及运营规划
0006177064	向勇	文化产业、高新技术，提升城市竞争力的两大杠杆
0006177064	向勇	文化产业融资模式探讨与开行支持方式研究
0006177064	向勇	北京银行文化创意金融服务案例选编
0006177064	向勇	韩国文化产业政策研究
0006177064	向勇	2010金融机构支持文化产业振兴和发展战略研究
0006177064	向勇	中国文化产品与全球化
0006177064	向勇	镇平县玉文化产业发展规划补充说明
0006177064	向勇	山东省打造文化古都与发展文化产业研究
0006177064	向勇	重庆市九龙[坡区文化产业发展规划
0006177064	向勇	最美乡村论坛
0006177064	向勇	复杂经济形势对我国文化“走出去”的影响和对策建议
0006177064	向勇	歌华小剧场院线项目规划
0006177064	向勇	云浮世界智库论坛可研报告书
0006177064	向勇	2010山东省文化产业区域战略发展调查
0006177064	向勇	文化产业公共平台建设工程可行性报告
0006177064	向  勇	北京市房山区文化创意产业发展规划
0006177064	向  勇	沈阳市沈河区现代服务业发展规划
0006177064	向勇	基于符号经济学理论的文化消费研究
0006177064	向  勇	安徽华圆烟草公司企业文化建设项目
0006177064	向勇	黑龙江省现代文化艺术产业园区
0006177064	向勇	文化产业园区发展咨询报告
0006177064	向勇	2010中国对外文化贸易年度报告
0006177064	向  勇	文化产业项目与产品评估体系
0006177064	向  勇	京港电影产业发展比较研究
0006177064	向勇	河南省镇平县玉文化改革发展试验区策划规划
0006177064	向  勇	海淀区文化创意产业之图书出版业发展现状及对策研究
0006177064	向勇	中国文化产业金融年鉴
0006177064	向勇	中国演艺产业发展战略研究
0006177064	向勇	汶川5.12大地震绵竹汉旺地震工业遗址纪念地保护规划设计
0006177064	向  勇	2009香港出版产业发展战略研究
0006177064	向勇	网络游戏分级标准的研究制定
0006177064	向勇	京都公司发展战略研究2009-2015
0006177064	向  勇	爱心无限-绵竹汉旺地震遗址公园概念规划
0006177064	向  勇	新亚洲体育城2008年欢乐嘉年华
0006177064	向勇	内蒙古自治区包头市东河区文化产业规划
0006177064	向勇	长春高新区文化产业研究
0006177064	向勇	首都文化技术标准创新支持政策及典型案例研究
0006177064	向勇	歌华国际文化贸易中心发展规划
0006177064	向勇	文化硅谷战略规划
0006177064	向勇	北京市文化创意无形资产价值评估体系研究
0006177064	向勇	青岛经济技术开发区（黄岛区）文化产业发展规划
0006177064	向勇	五洲传播中心发展战略研究
0006177064	向勇	创建东北亚创意新城调研报告
0006177064	向勇	天津星耀综合城市运营项目文化咨询
0006177064	向勇	动漫产业发展专项研究
0006177064	向勇	一通名堂（北京）文化传媒有限公司企业文化建设
0006177064	向勇	利和柏（北京）国际教育咨询有限公司国际教育文化交流
0006177064	向勇	指南针门户网站网页美工设计
0006177064	向  勇	天津滨海亚洲文化产业园区战略规划
0006177064	向  勇	编制《中国网站品牌价值评估体系》课题
0006177064	向  勇	新亚洲·体育城2008年欢乐嘉年华
0006177064	向  勇	山东文化产业发展战略研究报告
0006177064	向  勇	一国两制与香港文化产业发展研究
0006177064	向  勇	安徽华圆烟草公司企业文化建设项目
0006177064	向  勇	云南省民族文化遗存形态与文化生态建设
0006177064	向  勇	华汇创意设计产业园规划
0006177064	向  勇	烟台东部文化广场策划方案
